Item,Count
1538,221
2147,221
13043,220
3808,219
1275,219
4201,219
3735,219
2011,219
43,219
442,218
1459,218
2286,218
1025,218
10939,217
639,216
11747,216
4975,216
68,215
2413,215
10611,215
3186,215
2788,215
3021,215
5782,215
3319,214
2002,214
1343,214
1161,214
6118,214
3055,214
8730,214
1789,214
739,213
11840,213
1387,213
4891,213
2506,213
1342,212
5767,212
558,212
1016,212
2663,212
40,211
141,211
596,211
1233,210
2554,210
1060,210
382,210
3756,210
706,210
2537,210
711,210
939,209
1771,209
2097,209
1772,209
4105,209
3412,209
1380,209
2621,208
2117,208
434,207
713,207
2351,207
1796,207
211,206
3047,205
3005,205
861,205
5358,205
193,204
3535,204
2469,204
314,204
13060,203
2389,203
1773,203
566,203
10474,203
1063,202
243,202
3185,202
9617,202
500,202
11254,202
555,202
485,202
2263,202
1023,201
1821,201
3638,201
3537,201
22,200
2150,200
127,200
755,200
6602,199
2239,199
828,199
3551,199
3324,198
83,198
3276,198
5968,198
3896,198
5108,197
2480,197
1159,197
59,197
1537,197
968,197
44,196
1696,196
11794,196
1408,196
1929,196
10493,196
10423,195
1642,195
3504,195
1697,195
2891,195
274,195
51,195
1592,194
1433,194
331,194
6630,194
593,194
85,194
2842,194
1192,193
325,193
695,193
2378,193
731,193
2240,193
1390,193
3202,193
1739,192
64,192
4144,192
1315,192
1517,192
1115,192
3086,192
573,192
1837,192
2004,192
3467,192
13056,192
1055,191
2855,191
1776,191
813,191
197,191
1811,191
1598,191
5651,190
763,190
2793,190
1428,190
67,189
4251,189
584,189
874,189
4127,189
973,189
14634,189
2064,188
1430,188
1791,188
807,187
15798,187
129,187
981,187
966,187
207,186
2476,186
4111,186
2519,186
13049,186
4386,186
2907,186
698,185
5127,185
636,185
621,185
2058,185
2669,185
4357,185
1884,185
1972,184
2810,184
6190,184
4360,184
1603,184
3343,183
2861,183
3855,183
1640,183
421,183
2417,183
5976,183
4472,183
3161,182
4744,182
4342,182
184,182
781,182
2812,181
1588,181
289,181
13556,181
4913,181
3988,181
228,181
2800,181
1184,181
2708,180
10481,180
2840,180
1615,180
4859,180
3240,180
4643,179
368,179
572,179
2822,179
10128,179
1166,179
1805,178
6403,178
4143,178
5323,178
1905,178
2493,178
1290,178
4221,178
3312,178
2202,177
2471,177
4113,177
0,177
3402,177
4843,176
2654,176
2210,176
1736,176
3236,176
5289,176
236,176
877,175
791,175
467,175
1951,175
1896,175
4310,175
1178,174
7646,174
683,174
1727,174
1215,174
445,174
364,174
2129,173
2514,173
1781,173
4771,173
3271,173
986,173
5178,173
444,173
2424,172
4424,172
1612,172
5346,171
958,171
2026,171
10598,171
2720,171
11560,170
3762,170
2876,170
12491,170
848,170
4552,170
2182,170
2967,169
3973,169
2820,169
5339,169
2408,169
3314,168
3840,168
3272,168
4548,167
2919,167
1180,167
1130,167
3742,167
1354,167
2122,167
10441,166
1981,166
770,166
4226,166
265,166
4080,166
12921,166
460,166
1568,165
2269,165
2084,165
1439,165
6404,165
58,165
12996,165
3297,165
4340,165
2721,165
4389,164
2853,164
3420,164
3338,164
991,164
892,164
4886,164
2327,164
3539,164
1368,163
1874,163
152,163
942,163
7895,163
3171,163
192,163
1120,162
328,162
2402,162
3772,162
4753,162
4270,162
11039,162
2870,162
3903,162
3884,161
750,161
909,161
2624,161
4546,161
1596,161
2297,161
2880,161
3676,161
2830,160
1922,160
974,160
1503,160
2299,160
10555,160
3067,160
1670,160
2854,159
2767,159
2069,159
1054,159
2769,159
1219,159
2942,159
12952,159
1924,158
3642,158
1854,158
3476,158
1035,157
10651,157
899,157
6266,157
541,157
27,157
1877,157
5328,157
2900,156
4801,156
801,156
10453,156
3521,156
696,156
1008,156
5771,156
13318,155
102,155
15033,155
14804,155
1286,155
88,155
2771,155
1246,155
16155,155
3693,154
4272,154
1227,154
10419,154
1613,154
4640,154
1547,154
3345,153
1569,153
2201,153
9095,153
2326,152
983,152
963,152
699,152
1456,152
91,152
1702,152
3577,151
3354,151
6,151
13089,151
2079,151
458,151
3546,151
2012,151
854,151
1415,151
1870,150
422,150
9510,150
7068,150
1498,150
1536,150
4358,150
1396,150
7938,150
3336,150
14006,150
1145,149
690,149
2154,149
1962,149
1165,149
2110,149
1658,149
2639,149
2760,149
2569,149
1015,149
3573,148
3405,148
1124,148
1624,148
1765,148
2878,148
3410,148
393,148
2623,148
10573,148
4278,148
959,148
637,148
1123,148
4032,148
4433,148
2048,147
4486,147
4057,147
2527,147
1841,147
4556,147
357,147
3458,147
1611,147
1679,147
3434,147
1094,147
454,147
288,147
905,147
6082,147
2513,146
4064,146
691,146
2039,146
914,146
2598,146
729,146
2741,146
3465,146
4383,146
567,146
2214,146
1311,145
2169,145
3214,145
12973,145
3034,145
10831,145
5489,145
4297,145
10132,145
2814,145
919,145
826,144
4282,144
1309,144
26,143
3867,143
1090,143
12036,143
1958,143
3664,143
1768,143
4731,143
71,143
1352,142
4141,142
712,142
14953,142
12503,141
1105,141
61,141
618,141
275,141
2818,141
12693,141
845,141
725,141
4832,141
10440,141
11718,141
922,141
2785,141
2674,141
1319,141
527,141
2283,141
2559,140
10184,140
3487,140
2786,140
1101,140
5164,140
3776,140
1570,140
944,140
1890,140
4061,139
266,139
1971,139
4166,139
833,139
2852,139
1376,139
1264,139
1579,139
348,138
2242,138
2363,138
2831,138
12508,138
5948,138
2661,138
284,138
1410,138
1353,138
941,137
762,137
4896,137
3569,137
3101,137
1915,137
6508,137
2808,137
3483,137
915,137
1561,137
1709,136
4911,136
1755,136
2034,136
10425,136
3793,136
3074,136
10017,136
435,136
788,136
4026,136
2119,136
13300,136
4563,136
6716,136
3174,136
2630,136
2715,136
3662,136
4267,136
3857,135
5712,135
10510,135
2726,135
4164,135
10526,135
1031,135
4969,135
1473,135
1855,135
13464,135
2049,135
3472,135
2966,134
6343,134
1440,134
5160,134
1139,134
2692,134
1053,134
3099,134
2702,134
2033,134
2709,134
2783,134
4813,134
3447,134
1426,134
4920,133
779,133
4996,133
2612,133
4056,133
2550,133
3499,133
5048,133
2477,133
478,133
518,133
5465,133
1329,132
10579,132
1362,132
2310,132
2458,132
3926,132
1661,132
2963,132
3136,132
943,132
4305,132
1316,132
2837,131
10546,131
2127,131
3663,131
1107,131
3660,131
1048,131
1833,131
4258,131
5315,131
4557,131
1244,131
815,131
10498,130
315,130
4444,130
2933,130
159,130
10447,130
2557,130
1455,130
1980,130
7687,130
2061,129
3505,129
13017,129
1675,129
792,129
5931,129
1297,129
1656,129
714,129
2431,129
387,129
516,129
7129,129
2574,129
3714,129
5194,128
3106,128
4269,128
15879,128
1030,127
2436,127
5570,127
11630,127
838,127
1747,127
1807,127
2982,127
1095,127
1853,127
317,127
705,127
720,126
2892,126
2335,126
4764,126
3035,126
11397,126
2764,126
4374,126
1920,126
11129,126
4580,125
11270,125
3307,125
3596,125
2393,125
3157,125
3633,125
448,125
820,125
2546,125
799,125
3028,125
1990,125
4488,124
2994,124
10821,124
16,124
825,124
2893,124
1795,124
4220,124
4214,124
401,124
495,124
5596,123
614,123
930,123
1371,123
4000,123
931,123
1024,123
2281,123
4265,123
5502,123
2543,123
1576,123
4037,123
2968,123
5830,123
918,123
4017,123
2060,123
967,122
10129,122
5080,122
521,122
1191,122
4841,122
395,122
4445,122
832,122
2223,122
1910,122
1909,122
13524,122
3370,122
2235,122
9203,122
2742,121
10860,121
742,121
10499,121
10470,121
10908,121
1700,121
13122,121
4973,121
11114,121
3696,121
569,121
6136,121
2593,121
1056,121
4718,121
15036,121
879,120
2521,120
5708,120
2233,120
2592,120
3313,120
3323,120
719,120
10804,120
1422,120
1654,120
4703,120
4294,120
1688,120
554,119
2337,119
2651,119
723,119
1822,119
9887,119
12308,119
2043,119
595,119
2180,119
411,119
2245,119
4112,118
2544,118
1228,118
2712,118
1250,118
499,118
2662,118
2300,118
1083,118
15659,118
811,118
1587,118
4974,118
8031,118
659,118
743,118
2851,118
330,118
3486,117
7472,117
2395,117
2555,117
3533,117
2430,117
12984,117
1475,117
2449,117
291,117
2916,117
7176,117
1237,117
451,117
4761,117
290,117
5510,117
2352,117
3368,117
2171,117
3673,117
2617,117
821,116
2588,116
1173,116
6120,116
1738,116
3877,116
3411,116
4256,116
5603,116
10815,116
2267,116
4146,116
738,116
1540,116
561,116
332,116
1868,116
728,116
2976,115
1210,115
8590,115
3349,115
6582,115
4880,115
9010,115
13203,115
10674,115
2481,115
4990,115
4377,115
1307,115
6461,115
4412,115
3719,115
3923,115
3253,115
276,114
2631,114
10533,114
11692,114
2902,114
3333,114
10540,114
994,114
1838,114
6387,114
5408,114
10480,113
1911,113
4392,113
2951,113
875,113
2931,113
2535,113
2817,112
982,112
577,112
5169,112
859,112
6095,112
226,112
1846,112
5721,112
3278,112
1021,112
14040,112
539,112
11600,112
685,112
446,112
3019,112
1488,111
2170,111
198,111
10543,111
2665,111
4067,111
9169,111
3644,111
153,111
2501,111
386,111
2271,111
810,111
2802,111
4123,110
585,110
975,110
280,110
4513,110
10571,110
2273,110
1752,110
409,110
2538,110
12932,110
6359,110
1385,110
502,110
2977,110
10606,110
8698,109
641,109
10681,109
13052,109
4157,109
2671,109
985,109
2657,109
3912,109
4030,109
2111,109
1320,109
6777,109
8679,109
2151,109
1520,109
3761,109
5618,109
2166,109
1847,109
3977,109
1384,109
6485,109
3722,109
363,109
9547,109
1634,108
1878,108
4661,108
980,108
687,108
4502,108
7744,108
4589,108
7336,108
9662,108
8411,108
4588,108
13413,108
2236,108
2243,108
10648,108
4582,108
10910,108
2126,107
1153,107
526,107
2747,107
1901,107
835,107
13109,107
10542,107
1045,107
2962,107
5001,107
4897,107
9823,107
13062,107
816,107
3806,107
3318,106
2776,106
9541,106
6447,106
3659,106
8620,106
857,106
5531,106
2250,106
349,106
5151,106
3541,106
10125,106
3093,106
11615,106
803,106
12923,106
1834,106
13190,106
2130,105
416,105
2390,105
4055,105
4525,105
1604,105
4447,105
3951,105
5317,105
4124,105
1312,105
862,105
5943,105
3320,105
1073,105
2376,105
1138,105
1545,105
468,105
2833,104
2667,104
3858,104
4363,104
1392,104
2836,104
163,104
2380,104
594,104
2463,104
5158,104
1826,104
10484,104
5060,104
459,104
4174,104
2649,103
10469,103
3854,103
11318,103
1478,103
2030,103
311,103
1397,103
3002,103
369,103
1848,103
4595,103
4804,103
5569,102
4567,102
626,102
4237,102
1701,102
6748,102
4007,102
3065,102
4655,102
476,102
3409,102
13141,102
9150,102
1482,102
1824,102
5150,102
481,102
4162,102
3435,102
5344,102
14872,102
960,102
3431,102
2496,102
3059,101
42,101
2910,101
1369,101
1357,101
3330,101
13328,101
4660,101
3501,101
11468,101
2486,101
1128,101
14347,101
1530,101
12938,101
11296,101
513,101
2638,101
7429,101
6998,100
3873,100
4632,100
3132,100
2787,100
3682,100
4435,100
3844,100
6173,100
6024,100
2101,100
741,100
4048,100
645,100
7,100
3388,100
7540,100
4811,100
14248,100
1468,99
1948,99
2946,99
10443,99
3623,99
929,99
3866,99
14120,99
375,99
4051,99
6224,99
2137,99
898,99
4058,99
1022,99
532,99
586,99
5091,99
1218,99
668,99
2873,98
4833,98
2733,98
1914,98
2161,98
124,98
771,98
4257,98
3538,98
1002,98
822,98
4013,98
70,98
3130,98
3083,98
7988,97
10283,97
4786,97
10553,97
4890,97
4800,97
1152,97
3678,97
508,97
362,97
505,97
2541,97
1018,97
10731,97
800,97
1340,97
2133,97
1787,97
5116,97
335,97
3078,97
93,97
3845,97
3532,97
1057,97
4536,97
1265,97
5466,97
4448,96
4774,96
797,96
5113,96
2315,96
10268,96
860,96
1421,96
3609,96
1779,96
11799,96
3579,96
796,96
2374,96
736,96
254,96
10454,96
674,96
1975,96
427,96
3015,96
11058,96
2138,96
754,96
5215,96
1713,96
4479,95
233,95
4646,95
897,95
1448,95
10170,95
680,95
10623,95
1424,95
839,95
3159,95
6520,95
2116,95
84,95
2607,95
381,95
1813,95
4096,95
6317,95
2694,95
1895,95
692,95
9664,95
2834,95
2813,95
126,95
5742,95
2475,95
1423,95
2926,94
10862,94
6046,94
2768,94
4512,94
9168,94
1274,94
3228,94
2947,94
1394,94
10917,94
1402,94
1260,94
5869,94
4740,94
3208,94
2193,94
5210,94
4060,94
6553,94
1809,94
2952,94
1251,94
3261,93
3853,93
5282,93
1084,93
452,93
1403,93
1285,93
3265,93
6737,93
5546,93
5081,93
4198,93
2511,93
7046,93
3052,93
86,93
3441,93
13068,93
827,92
6858,92
11338,92
2890,92
9907,92
14019,92
1879,92
2540,92
894,92
4739,92
3383,92
1268,92
4362,92
2609,92
1653,92
120,92
2062,91
218,91
2614,91
2740,91
10730,91
4009,91
5172,91
3084,91
1864,91
6353,91
3814,91
2059,91
12070,91
5593,91
1725,91
4285,91
3752,91
5487,91
6682,91
3946,91
312,91
174,91
10501,91
4460,91
6999,91
5026,91
4464,90
2867,90
6656,90
3925,90
5982,90
6405,90
4077,90
5496,90
1154,90
2566,90
1534,90
2620,90
7396,90
901,90
7316,90
6356,90
5133,90
661,90
10175,90
5700,90
3085,90
2398,90
3581,90
1886,90
2489,90
5778,90
1558,90
361,90
1866,90
24,90
6112,90
1907,90
13255,90
2687,90
326,90
2875,90
2014,90
10487,90
3373,90
3048,89
10554,89
774,89
97,89
6276,89
4705,89
3131,89
4121,89
1799,89
1542,89
1829,89
1931,89
2332,89
13786,89
13662,89
12858,89
1075,89
5439,89
3256,89
4405,89
890,88
7674,88
1817,88
3848,88
12980,88
5686,88
4119,88
1533,88
111,88
483,88
1070,88
1480,88
8135,88
2446,88
1494,88
11608,88
962,88
746,88
11491,88
7107,88
4176,88
3121,88
2094,88
1575,87
7284,87
2754,87
5950,87
3503,87
1288,87
3531,87
10645,87
367,87
14478,87
10792,87
2563,87
5314,87
3811,87
4317,87
1625,87
10630,87
6722,87
5082,87
7050,87
5440,87
2848,87
5020,87
9011,87
3783,87
4407,87
4401,87
9569,87
1197,87
7276,86
4790,86
2883,86
3128,86
1296,86
2338,86
1669,86
2525,86
582,86
6752,86
11679,86
4613,86
2172,86
3125,86
4165,86
5472,86
1945,86
8288,86
3849,86
8317,86
2319,86
1470,86
804,86
12909,86
298,86
173,86
4245,85
3250,85
14855,85
3218,85
273,85
4093,85
1548,85
4677,85
380,85
3886,85
6244,85
2426,85
1880,85
3897,85
3358,85
2473,85
9703,85
358,85
2664,85
1650,85
4107,85
2371,85
4636,85
1555,85
4493,85
11191,85
1336,85
1127,85
1785,85
6607,85
5481,84
6334,84
5338,84
2888,84
2930,84
292,84
2917,84
4004,84
494,84
1445,84
5232,84
5608,84
4830,84
10535,84
336,84
1515,84
4326,84
1665,84
2018,84
4200,84
430,84
4208,84
1076,84
3540,84
5535,84
10294,84
6148,84
1061,84
1019,84
1978,84
15601,84
1852,84
5350,84
3080,84
15094,83
2290,83
2109,83
1446,83
3953,83
702,83
1156,83
2819,83
758,83
1876,83
25,83
5442,83
3046,83
7373,83
2323,83
2100,83
1989,83
6893,83
14221,83
13184,83
5556,83
6214,83
3805,83
54,83
5595,83
10691,82
13079,82
744,82
2729,82
1794,82
3968,82
4961,82
13437,82
1337,82
843,82
1409,82
11276,82
5018,82
2795,82
4371,82
3493,82
2975,82
10635,82
3245,82
378,82
7923,81
1934,81
3935,81
3995,81
3322,81
2415,81
5316,81
2032,81
3907,81
1769,81
1882,81
6581,81
971,81
773,81
7166,81
5453,81
794,81
7100,81
669,81
2697,81
322,81
5998,81
2796,81
6358,81
997,81
403,81
9059,81
5086,81
2743,81
1644,81
5147,81
5244,81
1293,81
2838,81
6575,80
7600,80
1230,80
3346,80
4694,80
5701,80
1140,80
7775,80
7252,80
1111,80
12842,80
3248,80
1663,80
5432,80
2000,80
3206,80
7671,80
1740,80
2006,80
6354,80
3981,80
5962,80
5641,80
10354,80
3260,80
2249,80
2628,80
4982,80
2031,80
3878,80
7062,80
4076,80
3172,79
3353,79
5052,79
8074,79
1273,79
5524,79
1840,79
904,79
5788,79
5907,79
628,79
12963,79
5937,79
2152,79
2502,79
1114,79
4544,79
4516,79
3371,79
940,79
9758,79
6338,79
8837,79
13008,79
373,79
3879,79
3076,79
4299,79
10516,79
463,79
4308,79
6443,78
1664,78
2858,78
1764,78
5863,78
431,78
1844,78
3425,78
11295,78
1182,78
1235,78
14637,78
10967,78
598,78
2324,78
5884,78
35,78
3127,78
3258,78
3494,78
5038,78
4873,78
4494,78
12062,78
11032,78
3835,78
6303,78
13088,78
10574,78
1631,78
765,78
6377,78
8160,78
4325,77
3150,77
3219,77
503,77
7683,77
2656,77
3709,77
5356,77
3082,77
6098,77
6076,77
11060,77
1373,77
7262,77
1093,77
2608,77
10932,77
3119,77
9879,77
10683,77
6624,76
6717,76
777,76
665,76
10677,76
3572,76
12983,76
733,76
3062,76
7910,76
6109,76
11161,76
4015,76
10119,76
14827,76
10734,76
3058,76
15988,76
1992,76
4550,76
5490,76
1262,76
4540,76
10195,76
3351,76
14656,76
1407,76
3608,76
5122,76
5041,76
5269,76
4304,76
6256,76
6255,76
5781,75
3730,75
2251,75
1984,75
247,75
4027,75
4607,75
4822,75
4429,75
2517,75
4227,75
4981,75
646,75
1960,75
305,75
2162,75
2949,75
5406,75
3509,75
4572,75
14362,75
2619,75
1064,75
3690,75
1469,75
7520,75
5755,75
710,75
5666,75
3445,75
8179,75
3072,75
1283,75
13035,75
1525,75
46,75
4942,75
3875,75
10541,75
11768,74
578,74
1597,74
761,74
13615,74
756,74
3007,74
11780,74
2072,74
8277,74
9631,74
223,74
469,74
10259,74
13048,74
5953,74
4001,74
4792,74
2938,74
10692,74
4195,74
2960,74
13061,74
2360,73
574,73
8884,73
3784,73
10685,73
3715,73
480,73
1646,73
3688,73
1051,73
2703,73
10947,73
8030,73
4011,73
871,73
1317,73
9061,73
112,73
1382,73
4417,73
603,73
2321,73
7932,73
2023,73
13543,73
2272,73
6585,73
10789,72
6583,72
5492,72
5720,72
3542,72
619,72
1028,72
4419,72
4976,72
512,72
5895,72
1745,72
4382,72
866,72
6725,72
3859,72
1919,72
6406,72
15160,72
5296,72
2042,72
12773,72
4836,72
13074,72
4284,72
3872,72
1400,72
1937,72
13112,72
3259,72
1668,72
7495,72
6526,72
470,72
2025,72
4730,72
4100,72
4156,72
5360,72
1812,72
1810,72
5078,71
1330,71
313,71
15054,71
3708,71
3369,71
5325,71
9925,71
8203,71
7991,71
10796,71
2357,71
1889,71
9082,71
2140,71
3394,71
3366,71
3000,71
4682,71
5279,71
4793,71
2684,71
2438,71
4203,71
2865,71
14486,71
732,71
157,71
6219,71
6555,71
15406,71
3418,71
546,71
2877,71
10230,71
2231,70
5752,70
2597,70
2074,70
4831,70
7585,70
410,70
4115,70
2216,70
4280,70
5757,70
13603,70
2827,70
1484,70
5062,70
5162,70
10642,70
8004,70
9527,70
1637,70
5925,70
10548,70
212,70
4397,70
4087,70
3894,70
8959,70
2536,70
5594,70
2022,70
2194,70
2479,70
3550,70
2386,70
10087,70
1363,70
605,70
191,69
1862,69
15127,69
3026,69
5605,69
5288,69
3788,69
3641,69
6284,69
11671,69
2416,69
1803,69
3565,69
4024,69
15436,69
2556,69
7117,69
5037,69
1762,69
3721,69
519,69
5915,69
7331,69
11829,69
553,69
2992,69
4019,69
7558,69
4570,69
7518,69
893,69
1559,69
5125,69
3053,69
3142,69
10531,69
5505,69
666,69
888,68
564,68
1865,68
9606,68
131,68
13616,68
10629,68
10538,68
2701,68
2421,68
11952,68
2356,68
3068,68
10562,68
2734,68
1871,68
10753,68
5477,68
5859,68
5617,68
1556,68
10476,68
2423,68
3529,68
1069,68
4840,68
5902,68
2077,68
3079,68
2412,68
10427,68
4606,68
3882,68
5146,68
2940,68
5889,68
2868,68
1463,68
4229,67
10610,67
1464,67
4658,67
5341,67
10422,67
4381,67
4145,67
3561,67
5156,67
2678,67
14357,67
12657,67
11266,67
4970,67
4131,67
2884,67
4036,67
1861,67
15126,67
4723,67
377,67
4215,67
2804,67
4066,67
2384,67
4002,67
13608,67
1324,67
15060,67
5137,67
11093,67
8553,66
3215,66
1618,66
6249,66
6680,66
1518,66
4879,66
6340,66
2616,66
4466,66
14655,66
752,66
1247,66
14367,66
5952,66
1254,66
2650,66
1845,66
9765,66
1828,66
5256,66
1442,66
5973,66
5370,66
10567,66
4568,66
2713,66
1519,66
9029,66
6517,66
6803,66
2847,66
4369,66
3024,66
4189,66
4388,66
1242,66
2797,66
3057,66
2789,66
5322,66
864,66
4871,66
9906,66
1437,66
10475,66
177,65
5421,65
4353,65
1195,65
876,65
5403,65
4148,65
2292,65
2382,65
5236,65
1129,65
1925,65
4798,65
4468,65
1049,65
13186,65
7441,65
8040,65
2882,65
4202,65
2518,65
15205,65
4807,65
10232,65
2391,65
3008,65
6574,65
14612,65
4187,65
5143,65
902,65
13024,65
2219,65
3851,65
2590,65
11048,65
2313,65
245,65
11512,65
4034,65
3711,65
4927,65
5919,65
4050,65
2989,65
4708,65
2504,65
2725,65
3870,65
2604,65
2157,65
2869,64
1058,64
2611,64
1253,64
5050,64
13313,64
6242,64
3391,64
1761,64
886,64
5230,64
1999,64
5304,64
10483,64
10295,64
3357,64
4451,64
1134,64
3070,64
7209,64
2107,64
12873,64
2081,64
2314,64
3530,64
2092,64
2050,64
10817,64
5790,64
3155,64
